symbol	ensembl_id
DPRXP7	ENSG00000271464
SQSTM1P1	ENSG00000271465
CICP24	ENSG00000271466
ENSG00000271468	ENSG00000271468
ENSG00000271475	ENSG00000271475
ENSG00000271477	ENSG00000271477
MTND3P19	ENSG00000271480
ENSG00000271482	ENSG00000271482
ENSG00000271483	ENSG00000271483
ABI1P1	ENSG00000271484
NIPA2P3	ENSG00000271486
RBM11P1	ENSG00000271488
ENSG00000271490	ENSG00000271490
ENSG00000271491	ENSG00000271491
MEMO1P5	ENSG00000271492
ENSG00000271494	ENSG00000271494
ENSG00000271495	ENSG00000271495
SNRPGP20	ENSG00000271496
ENSG00000271498	ENSG00000271498
ENSG00000271499	ENSG00000271499
ENSG00000271500	ENSG00000271500
ENSG00000271502	ENSG00000271502
ENSG00000271507	ENSG00000271507
ENSG00000271508	ENSG00000271508
ENSG00000271509	ENSG00000271509
ENSG00000271511	ENSG00000271511
ENSG00000271519	ENSG00000271519
TVP23BP3	ENSG00000271523
BNIP3P17	ENSG00000271524
ARF4P1	ENSG00000271525
ENSG00000271526	ENSG00000271526
ENSG00000271527	ENSG00000271527
WBP1LP12	ENSG00000271530
BBIP1P1	ENSG00000271532
ENSG00000271536	ENSG00000271536
ENSG00000271537	ENSG00000271537
ENSG00000271543	ENSG00000271543
ENSG00000271544	ENSG00000271544
ENSG00000271546	ENSG00000271546
ENSG00000271547	ENSG00000271547
BNIP3P11	ENSG00000271550
YPEL5P2	ENSG00000271557
ENSG00000271558	ENSG00000271558
ENSG00000271559	ENSG00000271559
ENSG00000271560	ENSG00000271560
HIRAP1	ENSG00000271563
ENSG00000271565	ENSG00000271565
ENSG00000271568	ENSG00000271568
ENSG00000271573	ENSG00000271573
ENSG00000271578	ENSG00000271578
ENSG00000271580	ENSG00000271580
ENSG00000271581	ENSG00000271581
ENSG00000271582	ENSG00000271582
ENSG00000271583	ENSG00000271583
SELENOTP2	ENSG00000271585
ENSG00000271586	ENSG00000271586
ENSG00000271587	ENSG00000271587
LARP7P1	ENSG00000271588
ENSG00000271589	ENSG00000271589
ELOCP35	ENSG00000271595
ENSG00000271596	ENSG00000271596
ENSG00000271597	ENSG00000271597
ENSG00000271598	ENSG00000271598
ENSG00000271600	ENSG00000271600
KRT8P49	ENSG00000271602
ENSG00000271606	ENSG00000271606
RBISP4	ENSG00000271607
ENSG00000271608	ENSG00000271608
ENSG00000271609	ENSG00000271609
ENSG00000271611	ENSG00000271611
HSPE1P14	ENSG00000271612
ACTG1P22	ENSG00000271615
ENSG00000271616	ENSG00000271616
ENSG00000271618	ENSG00000271618
ENSG00000271621	ENSG00000271621
ENSG00000271623	ENSG00000271623
ENSG00000271624	ENSG00000271624
PSMA6P4	ENSG00000271625
H3P42	ENSG00000271626
NKAIN1P2	ENSG00000271627
ENSG00000271629	ENSG00000271629
ENSG00000271632	ENSG00000271632
DBF4P2	ENSG00000271635
BNIP3P19	ENSG00000271638
PPFIA1P1	ENSG00000271639
MARK3P1	ENSG00000271642
ENSG00000271644	ENSG00000271644
KRT8P47	ENSG00000271647
ENSG00000271650	ENSG00000271650
ENSG00000271652	ENSG00000271652
ENSG00000271654	ENSG00000271654
BNIP3P35	ENSG00000271655
ENSG00000271656	ENSG00000271656
ENSG00000271657	ENSG00000271657
ENSG00000271660	ENSG00000271660
BNIP3P36	ENSG00000271661
PPP4R2P6	ENSG00000271662
ENSG00000271664	ENSG00000271664
ENSG00000271666	ENSG00000271666
ENSG00000271667	ENSG00000271667
ENSG00000271671	ENSG00000271671
ENSG00000271676	ENSG00000271676
ENSG00000271677	ENSG00000271677
LSM1P2	ENSG00000271679
ENSG00000271680	ENSG00000271680
ENSG00000271681	ENSG00000271681
TVP23CP3	ENSG00000271682
TNPO3P1	ENSG00000271686
MTND5P10	ENSG00000271687
ENSG00000271691	ENSG00000271691
ENSG00000271693	ENSG00000271693
ENSG00000271696	ENSG00000271696
ENSG00000271697	ENSG00000271697
SNX29P2	ENSG00000271699
ENSG00000271701	ENSG00000271701
ENSG00000271702	ENSG00000271702
BNIP3P20	ENSG00000271704
RPL17P3	ENSG00000271705
ATP1B3P1	ENSG00000271707
NDUFA8P1	ENSG00000271710
SAP30P1	ENSG00000271711
ENSG00000271712	ENSG00000271712
RNU1-29P	ENSG00000271739
ENSG00000271749	ENSG00000271749
RN7SKP299	ENSG00000271765
ENSG00000271779	ENSG00000271779
SNORA51	ENSG00000271798
RN7SKP290	ENSG00000271814
RN7SKP4	ENSG00000271818
RNU6-94P	ENSG00000271819
RNU7-10P	ENSG00000271841
SNORD11B	ENSG00000271852
MIR98	ENSG00000271886
OR10AE1P	ENSG00000271890
ENSG00000271894	ENSG00000271894
MIR4791	ENSG00000271898
MIR4466	ENSG00000271899
ENSG00000271900	ENSG00000271900
SNORA35B	ENSG00000271907
DENRP3	ENSG00000271919
ENSG00000271922	ENSG00000271922
RNU6-86P	ENSG00000271923
RNA5SP108	ENSG00000271924
RNU6-85P	ENSG00000271932
OR2AS2P	ENSG00000271934
RDM1P4	ENSG00000271974
EVA1CP2	ENSG00000271977
SNORD58B	ENSG00000271982
ENSG00000271985	ENSG00000271985
RN7SL827P	ENSG00000271986
ENSG00000272006	ENSG00000272006
RNU1-30P	ENSG00000272020
RNU6-87P	ENSG00000272028
SNORD14A	ENSG00000272034
MIR139	ENSG00000272036
RNU6-6P	ENSG00000272055
RN7SL828P	ENSG00000272075
MIR502	ENSG00000272080
RN7SL715P	ENSG00000272096
ENSG00000272134	ENSG00000272134
RNU4-5P	ENSG00000272160
ENSG00000272164	ENSG00000272164
ENSG00000272166	ENSG00000272166
RN7SL803P	ENSG00000272197
ENSG00000272220	ENSG00000272220
MIR3666	ENSG00000272230
RN7SL726P	ENSG00000272232
ENSG00000272237	ENSG00000272237
RNA5SP386	ENSG00000272253
RNU6-89P	ENSG00000272262
TPTE2P2	ENSG00000272281
SNORD96A	ENSG00000272296
ENSG00000272298	ENSG00000272298
IFNL4P1	ENSG00000272311
ENSG00000272319	ENSG00000272319
RNU6-90P	ENSG00000272337
SNORD114-21	ENSG00000272344
ENSG00000272346	ENSG00000272346
RNU4-89P	ENSG00000272359
MIR3976	ENSG00000272380
ENSG00000272383	ENSG00000272383
ENSG00000272387	ENSG00000272387
RNU6-92P	ENSG00000272393
IFNL4	ENSG00000272395
ENSG00000272400	ENSG00000272400
ENSG00000272407	ENSG00000272407
RN7SL778P	ENSG00000272412
RNA5SP357	ENSG00000272435
CUX2P1	ENSG00000272436
RNU6-91P	ENSG00000272439
OR13Z2P	ENSG00000272443
RNU6-84P	ENSG00000272445
ENSG00000293614	ENSG00000293614
MIR432	ENSG00000272458
SNORD115-40	ENSG00000272460
RN7SL760P	ENSG00000272469
SNORD113-5	ENSG00000272474
OR13Z3P	ENSG00000272480
OR1X1P	ENSG00000272494
RNU6-88P	ENSG00000272507
SNORA28	ENSG00000272533
RN7SL840P	ENSG00000272536
MIR4787	ENSG00000272543
GTF2IP13	ENSG00000272556
OR51F3P	ENSG00000272559
OR5BL1P	ENSG00000272569
OR10AH1P	ENSG00000272595
EFCAB3P1	ENSG00000272601
OR51F5P	ENSG00000272634
GTF2IP20	ENSG00000272645
OR51C4P	ENSG00000272664
OR5AO1P	ENSG00000272676
ENSG00000272679	ENSG00000272679
OR9I3P	ENSG00000272685
ENSG00000272714	ENSG00000272714
STAG3L5P-PVRIG2P-PILRB	ENSG00000272752
ENSG00000272762	ENSG00000272762
BMS1P20	ENSG00000272779
ENSG00000272801	ENSG00000272801
GCAWKR	ENSG00000272808
ENSG00000272815	ENSG00000272815
OR10AE3P	ENSG00000272837
OR2BH1P	ENSG00000272882
ENSG00000272884	ENSG00000272884
CSPG4P5	ENSG00000272887
OR10Q2P	ENSG00000272900
OR6U2P	ENSG00000272937
OR7A19P	ENSG00000272963
ENSG00000272980	ENSG00000272980
OR5AL1	ENSG00000272987
INTS4P2	ENSG00000273024
ATF4P2	ENSG00000273041
ENSG00000273046	ENSG00000273046
OR51F4P	ENSG00000273051
ENSG00000273066	ENSG00000273066
OR52E1	ENSG00000273085
ENSG00000273112	ENSG00000273112
ENSG00000273184	ENSG00000273184
ENSG00000273189	ENSG00000273189
OR5BQ1P	ENSG00000273228
OR2A13P	ENSG00000273234
ENSG00000273244	ENSG00000273244
OR7E39P	ENSG00000273252
OR5BP1P	ENSG00000273255
ENSG00000273299	ENSG00000273299
OR6L2P	ENSG00000273327
CYP4F36P	ENSG00000273330
OR7M1P	ENSG00000273336
MICE	ENSG00000273340
ENSG00000273345	ENSG00000273345
OR2Q1P	ENSG00000273377
OR5B15P	ENSG00000273408
OR13I1P	ENSG00000273423
ENSG00000273433	ENSG00000273433
OR8S21P	ENSG00000273434
ENSG00000273444	ENSG00000273444
ENSG00000273471	ENSG00000273471
OR6R2P	ENSG00000273484
ENSG00000273497	ENSG00000273497
ENSG00000273499	ENSG00000273499
MIR6129	ENSG00000273500
CNTNAP3P1	ENSG00000273509
ENSG00000273512	ENSG00000273512
ENSG00000273515	ENSG00000273515
ENSG00000273532	ENSG00000273532
ENSG00000273536	ENSG00000273536
ENSG00000273537	ENSG00000273537
ENSG00000273541	ENSG00000273541
SNORA44	ENSG00000273544
MIR6812	ENSG00000273555
REXO1L3P	ENSG00000273567
ENSG00000273569	ENSG00000273569
ENSG00000273570	ENSG00000273570
ENSG00000273571	ENSG00000273571
ENSG00000273580	ENSG00000273580
OR10G1P	ENSG00000273586
SNORA78	ENSG00000273587
ENSG00000273589	ENSG00000273589
MIR7160	ENSG00000273593
ENSG00000273595	ENSG00000273595
ENSG00000273596	ENSG00000273596
ENSG00000273597	ENSG00000273597
PMS2P10	ENSG00000273598
ENSG00000273600	ENSG00000273600
MIR6776	ENSG00000273606
ENSG00000273609	ENSG00000273609
RN7SL386P	ENSG00000273610
ENSG00000273612	ENSG00000273612
MIR6511A4	ENSG00000273613
ENSG00000273621	ENSG00000273621
ENSG00000273623	ENSG00000273623
MIR4726	ENSG00000273627
ENSG00000273628	ENSG00000273628
ENSG00000273634	ENSG00000273634
ENSG00000273637	ENSG00000273637
ENSG00000273639	ENSG00000273639
WBP1LP8	ENSG00000273640
PPP1R26P2	ENSG00000273643
ENSG00000273644	ENSG00000273644
MIR8065	ENSG00000273648
ENSG00000273654	ENSG00000273654
MIR6792	ENSG00000273657
ENSG00000273658	ENSG00000273658
ENSG00000273668	ENSG00000273668
ENSG00000273675	ENSG00000273675
ENSG00000273677	ENSG00000273677
ENSG00000273679	ENSG00000273679
BLVRBP1	ENSG00000273682
LONRF2P5	ENSG00000273692
CDRT15P10	ENSG00000273693
MRPL57P1	ENSG00000273698
MIR6760	ENSG00000273700
ENSG00000273701	ENSG00000273701
ENSG00000273704	ENSG00000273704
ENSG00000273712	ENSG00000273712
ENSG00000273716	ENSG00000273716
RN7SL343P	ENSG00000273717
ENSG00000273719	ENSG00000273719
ENSG00000273720	ENSG00000273720
ENSG00000273721	ENSG00000273721
ENSG00000273724	ENSG00000273724
ENSG00000273731	ENSG00000273731
VN1R74P	ENSG00000273732
ENSG00000273736	ENSG00000273736
ENSG00000273739	ENSG00000273739
MIR6075	ENSG00000273742
MIR6870	ENSG00000273745
ENSG00000273746	ENSG00000273746
ENSG00000273750	ENSG00000273750
GOLGA6L26	ENSG00000273756
MIR6790	ENSG00000273758
VN1R76P	ENSG00000273762
ENSG00000273763	ENSG00000273763
ENSG00000273767	ENSG00000273767
RNVU1-29	ENSG00000273768
ENSG00000273773	ENSG00000273773
MIR6126	ENSG00000273776
MIR6765	ENSG00000273778
ENSG00000273782	ENSG00000273782
ENSG00000273784	ENSG00000273784
BNIP3P47	ENSG00000273791
ENSG00000273800	ENSG00000273800
ENSG00000273804	ENSG00000273804
ENSG00000273806	ENSG00000273806
ENSG00000273813	ENSG00000273813
RN7SL673P	ENSG00000273818
ENPP7P7	ENSG00000273819
ENSG00000273825	ENSG00000273825
MIR7843	ENSG00000273830
SNORD115-13	ENSG00000273835
MIR6842	ENSG00000273836
ENSG00000273840	ENSG00000273840
ENSG00000273843	ENSG00000273843
ENSG00000273844	ENSG00000273844
SDR42E1P4	ENSG00000273849
ENSG00000273851	ENSG00000273851
ENSG00000273858	ENSG00000273858
ENSG00000273860	ENSG00000273860
ENSG00000273863	ENSG00000273863
ENSG00000273870	ENSG00000273870
SLC25A15P4	ENSG00000273872
MIR6859-2	ENSG00000273874
ENSG00000273876	ENSG00000273876
MIR8066	ENSG00000273882
ENSG00000273885	ENSG00000273885
SLC20A1P2	ENSG00000273894
PMS2P8	ENSG00000273897
MIR6798	ENSG00000273898
ENSG00000273900	ENSG00000273900
ENSG00000273904	ENSG00000273904
CA15P2	ENSG00000273907
ENSG00000273908	ENSG00000273908
MIR8068	ENSG00000273912
MIR6877	ENSG00000273932
ENSG00000273933	ENSG00000273933
ENSG00000273937	ENSG00000273937
RN7SL722P	ENSG00000273940
ENSG00000273942	ENSG00000273942
MIR6853	ENSG00000273945
RN7SL733P	ENSG00000273946
ENSG00000273948	ENSG00000273948
ENSG00000273957	ENSG00000273957
ENSG00000273961	ENSG00000273961
ENPP7P14	ENSG00000273963
ENSG00000273966	ENSG00000273966
ENSG00000273974	ENSG00000273974
ENSG00000273978	ENSG00000273978
RN7SL106P	ENSG00000273981
ENSG00000273988	ENSG00000273988
SDR42E1P1	ENSG00000273994
ENSG00000273997	ENSG00000273997
RBM17P2	ENSG00000273999
ENSG00000274004	ENSG00000274004
ENSG00000274006	ENSG00000274006
ZFP91P1	ENSG00000274010
RN7SL2	ENSG00000274012
ENSG00000274019	ENSG00000274019
ENSG00000274022	ENSG00000274022
ENSG00000274024	ENSG00000274024
MIR3670-4	ENSG00000274025
ENSG00000274028	ENSG00000274028
ENSG00000274033	ENSG00000274033
MIR6813	ENSG00000274034
ENSG00000274051	ENSG00000274051
OR7E156P	ENSG00000274052
MIR4727	ENSG00000274054
ENSG00000274055	ENSG00000274055
MIR6507	ENSG00000274056
RNA5SP534	ENSG00000274059
MIR6724-2	ENSG00000274060
ENSG00000274064	ENSG00000274064
MIR6514	ENSG00000274066
ENSG00000274072	ENSG00000274072
ENSG00000274075	ENSG00000274075
RN7SL539P	ENSG00000274076
ENSG00000274086	ENSG00000274086
SNORD1C	ENSG00000274091
RNA5SP535	ENSG00000274097
RN7SL787P	ENSG00000274098
ABCB10P1	ENSG00000274099
MIR6777	ENSG00000274111
ALOX15P1	ENSG00000274114
MIR6081	ENSG00000274115
ENSG00000274116	ENSG00000274116
ENSG00000274121	ENSG00000274121
ENSG00000274127	ENSG00000274127
ENSG00000274133	ENSG00000274133
MIR6774	ENSG00000274134
ENSG00000274149	ENSG00000274149
FADS2B	ENSG00000274150
ENSG00000274154	ENSG00000274154
ENSG00000274157	ENSG00000274157
SNX18P1Y	ENSG00000274162
RNA5SP439	ENSG00000274164
ENSG00000274167	ENSG00000274167
RN7SL585P	ENSG00000274168
ENSG00000274170	ENSG00000274170
MIR8071-1	ENSG00000274172
PRAMEF28P	ENSG00000274178
RBPJP2	ENSG00000274181
RN7SL248P	ENSG00000274186
ENSG00000274199	ENSG00000274199
RNVU1-27	ENSG00000274210
ENSG00000274212	ENSG00000274212
ENSG00000274214	ENSG00000274214
ENSG00000274219	ENSG00000274219
RNA5SP414	ENSG00000274228
ENSG00000274230	ENSG00000274230
ENSG00000274231	ENSG00000274231
RN7SL818P	ENSG00000274234
ENSG00000274235	ENSG00000274235
ENSG00000274242	ENSG00000274242
ENSG00000274256	ENSG00000274256
MIR6728	ENSG00000274258
MIR7702	ENSG00000274263
SNORA73A	ENSG00000274266
ENSG00000274269	ENSG00000274269
ENSG00000274272	ENSG00000274272
SPATA31E3P	ENSG00000274279
MIR6069	ENSG00000274280
ENSG00000274282	ENSG00000274282
ENSG00000274293	ENSG00000274293
ENSG00000274295	ENSG00000274295
ENSG00000274299	ENSG00000274299
MIR6864	ENSG00000274300
MIR5088	ENSG00000274306
ENSG00000274308	ENSG00000274308
SNORA71E	ENSG00000274309
ENSG00000274310	ENSG00000274310
MIR6749	ENSG00000274314
ZNF646P1	ENSG00000274316
RPSAP73	ENSG00000274319
ENSG00000274321	ENSG00000274321
ENSG00000274326	ENSG00000274326
ENSG00000274328	ENSG00000274328
ENSG00000274330	ENSG00000274330
ENSG00000274342	ENSG00000274342
ENSG00000274343	ENSG00000274343
ENSG00000274344	ENSG00000274344
ENSG00000274346	ENSG00000274346
ENSG00000274347	ENSG00000274347
RN7SL853P	ENSG00000274350
ENSG00000274351	ENSG00000274351
ENSG00000274353	ENSG00000274353
FAM74A3	ENSG00000274355
ENSG00000274356	ENSG00000274356
ENSG00000274365	ENSG00000274365
GRAMD4P4	ENSG00000274369
TUBAP6	ENSG00000274374
ADAMTS7P1	ENSG00000274376
ENSG00000274378	ENSG00000274378
MIR6801	ENSG00000274380
ENSG00000274381	ENSG00000274381
MIR6885	ENSG00000274390
ENSG00000274396	ENSG00000274396
ENSG00000274397	ENSG00000274397
ENSG00000274398	ENSG00000274398
RNA5SP536	ENSG00000274408
ENSG00000274409	ENSG00000274409
MIR6515	ENSG00000274417
ENSG00000274420	ENSG00000274420
SEC22B2P	ENSG00000274423
RN7SL196P	ENSG00000274424
RNVU1-25	ENSG00000274428
ENSG00000274430	ENSG00000274430
ENSG00000274445	ENSG00000274445
ENSG00000274446	ENSG00000274446
ENSG00000274450	ENSG00000274450
ENSG00000274451	ENSG00000274451
GUSBP7	ENSG00000274455
ENSG00000274458	ENSG00000274458
MIR1273H	ENSG00000274466
RNA5SP257	ENSG00000274467
ENSG00000274468	ENSG00000274468
ENSG00000274471	ENSG00000274471
RN7SL650P	ENSG00000274475
ENSG00000274481	ENSG00000274481
ENSG00000274486	ENSG00000274486
ENSG00000274489	ENSG00000274489
ENSG00000274491	ENSG00000274491
MRPS17P5	ENSG00000274493
MIR6832	ENSG00000274494
ENSG00000274499	ENSG00000274499
ENSG00000274500	ENSG00000274500
ANKRD20A6P	ENSG00000274502
ENSG00000274503	ENSG00000274503
ENSG00000274520	ENSG00000274520
ENSG00000274525	ENSG00000274525
ENSG00000274532	ENSG00000274532
ENSG00000274541	ENSG00000274541
SNORD28	ENSG00000274544
ENSG00000274547	ENSG00000274547
ENSG00000274549	ENSG00000274549
ENSG00000274551	ENSG00000274551
MIR6889	ENSG00000274552
CICP15	ENSG00000274553
ENSG00000274562	ENSG00000274562
RN7SL545P	ENSG00000274568
ENSG00000274569	ENSG00000274569
SPDYE10	ENSG00000274570
ZYXP1	ENSG00000274572
ENSG00000274579	ENSG00000274579
FAM74A4	ENSG00000274583
ENSG00000274584	ENSG00000274584
RNU2-1	ENSG00000274585
ENSG00000274594	ENSG00000274594
DUX4L24	ENSG00000274599
ENSG00000274601	ENSG00000274601
ENSG00000274606	ENSG00000274606
RNU6-866P	ENSG00000274607
BNIP3P14	ENSG00000274612
ENSG00000274614	ENSG00000274614
ENSG00000274617	ENSG00000274617
MIR378J	ENSG00000274620
MIR6867	ENSG00000274621
ENSG00000274625	ENSG00000274625
CYP4F59P	ENSG00000274628
ENSG00000274631	ENSG00000274631
RN7SL719P	ENSG00000274632
ENSG00000274637	ENSG00000274637
SNORD109A	ENSG00000274640
ENSG00000274642	ENSG00000274642
ENSG00000274647	ENSG00000274647
ENSG00000274649	ENSG00000274649
ENSG00000274655	ENSG00000274655
RN7SL625P	ENSG00000274656
TBC1D3JP	ENSG00000274658
RN7SKP236	ENSG00000274662
RNA5SP526	ENSG00000274663
ENSG00000274664	ENSG00000274664
ENSG00000274666	ENSG00000274666
MYO5BP1	ENSG00000274680
ENSG00000274688	ENSG00000274688
ENSG00000274691	ENSG00000274691
ENSG00000274693	ENSG00000274693
MIR6761	ENSG00000274697
ENSG00000274702	ENSG00000274702
MIR486-1	ENSG00000274705
ENSG00000274709	ENSG00000274709
MIR7974	ENSG00000274713
ADAMTS7P5	ENSG00000274717
ENSG00000274721	ENSG00000274721
IQSEC3P3	ENSG00000274727
ENSG00000274730	ENSG00000274730
ENSG00000274732	ENSG00000274732
ENSG00000274740	ENSG00000274740
RN7SL627P	ENSG00000274747
ENSG00000274748	ENSG00000274748
ENSG00000274756	ENSG00000274756
RNA5SP527	ENSG00000274759
ENSG00000274760	ENSG00000274760
ENSG00000274769	ENSG00000274769
MIR6128	ENSG00000274770
FSIP2LP	ENSG00000274775
ENSG00000274777	ENSG00000274777
ENSG00000274800	ENSG00000274800
MIR6768	ENSG00000274805
MIR6078	ENSG00000274809
ENSG00000274813	ENSG00000274813
ENSG00000274814	ENSG00000274814
MIR6772	ENSG00000274816
ENSG00000274817	ENSG00000274817
ENSG00000274819	ENSG00000274819
ENSG00000274820	ENSG00000274820
MIR6762	ENSG00000274822
APONP	ENSG00000274823
MIR7152	ENSG00000274824
ENSG00000274832	ENSG00000274832
ENSG00000274835	ENSG00000274835
ENSG00000274836	ENSG00000274836
ENSG00000274837	ENSG00000274837
MIR6788	ENSG00000274838
ENSG00000274844	ENSG00000274844
ENSG00000274845	ENSG00000274845
RN7SL422P	ENSG00000274852
ENSG00000274855	ENSG00000274855
ENSG00000274864	ENSG00000274864
ENSG00000274866	ENSG00000274866
ENSG00000274867	ENSG00000274867
ENSG00000274868	ENSG00000274868
ENSG00000274878	ENSG00000274878
ENSG00000274879	ENSG00000274879
ENSG00000274884	ENSG00000274884
SEPTIN14P17	ENSG00000274886
ENSG00000274892	ENSG00000274892
ENSG00000274899	ENSG00000274899
ENSG00000274901	ENSG00000274901
ENSG00000274903	ENSG00000274903
ENSG00000274915	ENSG00000274915
RNA5-8SN5	ENSG00000274917
ENSG00000274919	ENSG00000274919
ENSG00000274923	ENSG00000274923
KMT2CP3	ENSG00000274927
KRT89P	ENSG00000274928
ENSG00000274930	ENSG00000274930
MIR7150	ENSG00000274932
ENSG00000274934	ENSG00000274934
MIR8083	ENSG00000274940
TEX28P1	ENSG00000274962
RN7SL600P	ENSG00000274963
ENSG00000274966	ENSG00000274966
MIR6771	ENSG00000274969
ENSG00000274970	ENSG00000274970
BSNDP2	ENSG00000274973
MIR6735	ENSG00000274975
ENSG00000274977	ENSG00000274977
PTCHD3P1	ENSG00000274985
MIR6750	ENSG00000274986
MIR6876	ENSG00000274988
MIR8056	ENSG00000274994
SNORA17A	ENSG00000274998
MIR8052	ENSG00000274999
ENSG00000275001	ENSG00000275001
ZFAND2AP2	ENSG00000275002
ALOXE3P1	ENSG00000275011
ENSG00000275012	ENSG00000275012
RN7SL166P	ENSG00000275014
ENSG00000275015	ENSG00000275015
ENSG00000275017	ENSG00000275017
MIR6753	ENSG00000275022
GXYLT1P4	ENSG00000275026
HMGB1P24	ENSG00000275029
RNU6-538P	ENSG00000275030
ENSG00000275033	ENSG00000275033
MIR8086	ENSG00000275036
SNORD25	ENSG00000275043
ENSG00000275046	ENSG00000275046
BSNDP1	ENSG00000275048
ENSG00000275054	ENSG00000275054
PPP1R26P3	ENSG00000275060
SEPTIN7P15	ENSG00000275061
PDE4DIPP5	ENSG00000275064
MIR6825	ENSG00000275067
ENSG00000275069	ENSG00000275069
ENSG00000275071	ENSG00000275071
SNORD50B	ENSG00000275072
ENSG00000275075	ENSG00000275075
ENSG00000275078	ENSG00000275078
SNORD91B	ENSG00000275084
RN7SL296P	ENSG00000275090
ENSG00000275094	ENSG00000275094
MIR6766	ENSG00000275101
ENSG00000275103	ENSG00000275103
MIR6782	ENSG00000275107
MIR6504	ENSG00000275109
ENSG00000275110	ENSG00000275110
ENSG00000275115	ENSG00000275115
ENSG00000275121	ENSG00000275121
SNORD116-22	ENSG00000275127
RN7SL203P	ENSG00000275128
ENSG00000275129	ENSG00000275129
ENSG00000275130	ENSG00000275130
PDE4DIPP2	ENSG00000275131
RN7SL663P	ENSG00000275132
ENSG00000275134	ENSG00000275134
ENSG00000275138	ENSG00000275138
SEC22B3P	ENSG00000275140
MIR6888	ENSG00000275141
SCARNA16	ENSG00000275143
SNX18P5	ENSG00000275144
ENSG00000275146	ENSG00000275146
ENSG00000275157	ENSG00000275157
RPL7AP45	ENSG00000275160
ENSG00000275161	ENSG00000275161
MIR6814	ENSG00000275166
MIR6815	ENSG00000275167
FRG2MP	ENSG00000275170
FAM9CP1	ENSG00000275194
ENSG00000275201	ENSG00000275201
ENSG00000275206	ENSG00000275206
MIR6740	ENSG00000275207
MIR6745	ENSG00000275208
ENSG00000275210	ENSG00000275210
RNA5-8SN3	ENSG00000275215
ENSG00000275227	ENSG00000275227
RNU1-68P	ENSG00000275229
RN7SL544P	ENSG00000275230
ENSG00000275231	ENSG00000275231
MIR4734	ENSG00000275238
ENSG00000275250	ENSG00000275250
ENSG00000275254	ENSG00000275254
MRPS31P1	ENSG00000275256
MIR6511A1	ENSG00000275259
ENSG00000275266	ENSG00000275266
MIR6780A	ENSG00000275273
ENSG00000275280	ENSG00000275280
RNVU1-26	ENSG00000275291
ENSG00000275295	ENSG00000275295
ENSG00000275296	ENSG00000275296
RNA5SP528	ENSG00000275305
ENSG00000275307	ENSG00000275307
ENSG00000275310	ENSG00000275310
ENSG00000275312	ENSG00000275312
ENSG00000275314	ENSG00000275314
ENSG00000275315	ENSG00000275315
ENSG00000275318	ENSG00000275318
ENSG00000275320	ENSG00000275320
PDCD6IPP1	ENSG00000275325
SPDYE19P	ENSG00000275328
MIR5787	ENSG00000275334
MIR8088	ENSG00000275335
RN7SL680P	ENSG00000275337
ENSG00000275339	ENSG00000275339
MIR6503	ENSG00000275344
ENSG00000275348	ENSG00000275348
ENSG00000275350	ENSG00000275350
ENSG00000275352	ENSG00000275352
ENSG00000275359	ENSG00000275359
MIR6868	ENSG00000275360
ENSG00000275361	ENSG00000275361
MPHOSPH10P9	ENSG00000275363
ENSG00000275372	ENSG00000275372
MIR6124	ENSG00000275373
GUSBP19	ENSG00000275374
MIR1299	ENSG00000275377
ENSG00000275381	ENSG00000275381
ENSG00000275386	ENSG00000275386
ENSG00000275387	ENSG00000275387
MIR6770-3	ENSG00000275391
ENSG00000275400	ENSG00000275400
ENSG00000275406	ENSG00000275406
MIR6882	ENSG00000275411
ENSG00000275414	ENSG00000275414
ENSG00000275419	ENSG00000275419
VN1R18P	ENSG00000275423
MIR6862-1	ENSG00000275429
YPEL5P4	ENSG00000275432
ENSG00000275448	ENSG00000275448
MIR6859-3	ENSG00000275449
MIR6085	ENSG00000275451
MIR548O2	ENSG00000275453
MIR7852	ENSG00000275455
MIR6809	ENSG00000275458
ENSG00000275461	ENSG00000275461
ENSG00000275468	ENSG00000275468
MIR6130	ENSG00000275469
ENSG00000275480	ENSG00000275480
ENSG00000275488	ENSG00000275488
ENSG00000275490	ENSG00000275490
ENSG00000275497	ENSG00000275497
ENSG00000275502	ENSG00000275502
ENSG00000275503	ENSG00000275503
H3P25	ENSG00000275506
ENSG00000275508	ENSG00000275508
ENSG00000275515	ENSG00000275515
MIR6718	ENSG00000275518
MIR6804	ENSG00000275519
MIR6508	ENSG00000275523
SNORD115-26	ENSG00000275524
SNORD116-4	ENSG00000275529
RNVU1-19	ENSG00000275538
ENSG00000275540	ENSG00000275540
ENSG00000275547	ENSG00000275547
ENSG00000275550	ENSG00000275550
RN7SKP175	ENSG00000275558
ENSG00000275559	ENSG00000275559
SEPTIN7P12	ENSG00000275562
ENSG00000275578	ENSG00000275578
RN7SL341P	ENSG00000275588
ENSG00000275589	ENSG00000275589
VN1R7P	ENSG00000275592
ANAPC1P5	ENSG00000275597
ENSG00000275598	ENSG00000275598
WDR53P1	ENSG00000275607
ENSG00000275609	ENSG00000275609
DUX4L21	ENSG00000275610
ENSG00000275625	ENSG00000275625
ENSG00000275634	ENSG00000275634
MIR6793	ENSG00000275640
RBM22P6	ENSG00000275643
ENSG00000275646	ENSG00000275646
ENSG00000275647	ENSG00000275647
MIR6851	ENSG00000275651
